n_flagged,review_rate,threshold,frauds_caught,frauds_missed,false_alarms,recall,precision,cost_missed,cost_caught,cost_false_alarm,total_cost,savings
8968,0.07593050428421445,0.052199518047969316,2827.0,1237.0,6141.0,0.6956200787401575,0.31523193577163244,224551.8909999922,60006.24449999998,30705.0,315263.1354999922,396271.2004999999
9027,0.07643004707555796,0.05168734480015356,2830.0,1234.0,6197.0,0.6963582677165354,0.31350393264650495,223986.8909999922,60074.74449999998,30985.0,315046.6354999922,396487.7004999999
9086,0.07692958986690147,0.0512474752740086,2832.0,1232.0,6254.0,0.6968503937007874,0.3116883116883117,223490.8909999922,60132.34449999998,31270.0,314893.23549999215,396641.10049999994
9145,0.077429132658245,0.05080764777778239,2838.0,1226.0,6307.0,0.6983267716535433,0.3103335155822854,222878.82299999223,60217.55129999998,31535.0,314631.3742999922,396902.96169999987
9204,0.07792867544958851,0.05045043134740131,2841.0,1223.0,6363.0,0.6990649606299213,0.30867014341590615,222230.87299999222,60294.346299999976,31815.0,314340.2192999922,397194.1166999999
9263,0.07842821824093203,0.050042666581974656,2843.0,1221.0,6420.0,0.6995570866141733,0.30692000431825545,222004.87299999222,60324.946299999974,32100.0,314429.8192999922,397104.5166999999
9322,0.07892776103227554,0.04966338326719352,2843.0,1221.0,6479.0,0.6995570866141733,0.3049774726453551,222004.87299999222,60324.946299999974,32395.0,314724.8192999922,396809.5166999999
9381,0.07942730382361907,0.04940198103767326,2846.0,1218.0,6535.0,0.7002952755905512,0.3033791706641083,221655.9229999922,60371.84129999998,32675.0,314702.7642999922,396831.5716999999
9440,0.07992684661496258,0.04905281036500598,2846.0,1218.0,6594.0,0.7002952755905512,0.30148305084745763,221655.9229999922,60371.84129999998,32970.0,314997.7642999922,396536.5716999999
9499,0.08042638940630609,0.048733390211537934,2848.0,1216.0,6651.0,0.7007874015748031,0.2998210337930308,221208.9229999922,60424.541299999975,33255.0,314888.4642999922,396645.8716999999
9558,0.08092593219764961,0.04838921164252188,2852.0,1212.0,6706.0,0.7017716535433071,0.2983887842644905,219027.9229999922,60658.641299999974,33530.0,313216.56429999217,398317.7716999999
9617,0.08142547498899312,0.048038878332711164,2862.0,1202.0,6755.0,0.7042322834645669,0.29759800353540605,216991.45699999225,60902.287899999974,33775.0,311668.74489999225,399865.59109999985
9676,0.08192501778033665,0.04773061361795269,2867.0,1197.0,6809.0,0.7054625984251969,0.29630012401818934,215900.37999999226,61031.395599999974,34045.0,310976.77559999225,400557.56039999984
9735,0.08242456057168016,0.04743908248304931,2867.0,1197.0,6868.0,0.7054625984251969,0.29450436569080635,215900.37999999226,61031.395599999974,34340.0,311271.77559999225,400262.56039999984
9794,0.08292410336302368,0.04705495073079576,2871.0,1193.0,6923.0,0.7064468503937008,0.29313865632019603,215375.0109999922,61099.93249999998,34615.0,311089.9434999922,400444.3924999999
9853,0.08342364615436719,0.0467348152186011,2875.0,1189.0,6978.0,0.7074311023622047,0.29178930275043136,214516.35699999216,61201.79789999998,34890.0,310608.15489999217,400926.1810999999
9912,0.0839231889457107,0.04643773998516045,2879.0,1185.0,7033.0,0.7084153543307087,0.29045601291364004,214027.35699999216,61266.697899999985,35165.0,310459.05489999213,401075.28109999996
9971,0.08442273173705422,0.046093076085030195,2886.0,1178.0,7085.0,0.7101377952755905,0.2894393741851369,212574.3529999922,61439.99829999998,35425.0,309439.3512999922,402094.9846999999
10030,0.08492227452839773,0.0457223894567271,2888.0,1176.0,7142.0,0.7106299212598425,0.28793619142572285,212393.13399999222,61466.120199999976,35710.0,309569.25419999217,401965.0817999999
10089,0.08542181731974126,0.04538965302625721,2892.0,1172.0,7197.0,0.7116141732283464,0.28664882545346415,209716.13399999222,61749.82019999997,35985.0,307450.9541999922,404083.3817999999
10148,0.08592136011108477,0.045132856963284486,2896.0,1168.0,7252.0,0.7125984251968503,0.285376428852976,208952.53999999224,61842.179599999974,36260.0,307054.7195999922,404479.6163999999
10207,0.08642090290242829,0.04485843897087309,2903.0,1161.0,7304.0,0.7143208661417323,0.2844126579798178,206646.58999999223,62100.774599999975,36520.0,305267.3645999922,406266.9713999999
10266,0.0869204456937718,0.04456495249122039,2906.0,1158.0,7360.0,0.7150590551181102,0.2830703292421586,206426.67499999225,62134.76609999997,36800.0,305361.4410999922,406172.8948999999
10325,0.08741998848511531,0.04426054920148808,2910.0,1154.0,7415.0,0.7160433070866141,0.2818401937046005,205847.82799999224,62208.650799999974,37075.0,305131.47879999224,406402.85719999985
10384,0.08791953127645884,0.04394517678160937,2913.0,1151.0,7471.0,0.7167814960629921,0.28052773497688754,204771.00499999226,62328.333099999974,37355.0,304454.33809999225,407079.99789999984
10443,0.08841907406780235,0.043651892631227894,2920.0,1144.0,7523.0,0.718503937007874,0.2796131379871684,203152.60099999228,62518.17349999997,37615.0,303285.77449999226,408248.56149999984
10502,0.08891861685914587,0.04339071862706723,2925.0,1139.0,7577.0,0.7197342519685039,0.27851837745191393,202147.67899999226,62638.66569999997,37885.0,302671.3446999922,408862.9912999999
10561,0.08941815965048938,0.04307658122247936,2926.0,1138.0,7635.0,0.71998031496063,0.2770570968658271,202025.67899999226,62654.86569999997,38175.0,302855.5446999922,408678.79129999987
10620,0.08991770244183289,0.042839369021675844,2931.0,1133.0,7689.0,0.7212106299212598,0.27598870056497177,200198.31299999222,62857.60229999998,38445.0,301500.9152999922,410033.4206999999
10679,0.09041724523317642,0.042622667730599174,2934.0,1130.0,7745.0,0.7219488188976378,0.2747448262945969,199908.3629999922,62898.59729999998,38725.0,301531.9602999922,410002.3756999999
10738,0.09091678802451993,0.04239734974736213,2938.0,1126.0,7800.0,0.7229330708661418,0.2736077481840194,199449.1399999922,62960.51959999998,39000.0,301409.6595999922,410124.6763999999
10797,0.09141633081586345,0.042068789870211995,2944.0,1120.0,7853.0,0.7244094488188977,0.2726683337964249,198180.6399999922,63111.369599999976,39265.0,300557.0095999922,410977.3263999999
10856,0.09191587360720696,0.04182960802726318,2950.0,1114.0,7906.0,0.7258858267716536,0.2717391304347826,197252.61699999223,63228.17189999997,39530.0,300010.7888999922,411523.5470999999
10915,0.09241541639855048,0.041504465970533276,2955.0,1109.0,7960.0,0.7271161417322834,0.27072835547411817,196173.61699999223,63356.07189999997,39800.0,299329.6888999922,412204.6470999999
10974,0.092914959189894,0.041210842041848925,2959.0,1105.0,8015.0,0.7281003937007874,0.26963732458538364,195155.61699999223,63473.87189999998,40075.0,298704.4888999922,412829.8470999999
11033,0.0934145019812375,0.04091875185210452,2964.0,1100.0,8069.0,0.7293307086614174,0.26864859965557875,194647.9989999922,63544.63369999998,40345.0,298537.63269999216,412996.70329999994
11092,0.09391404477258103,0.04067786897273009,2967.0,1097.0,8125.0,0.7300688976377953,0.26749008294266136,193994.0489999922,63622.02869999998,40625.0,298241.07769999217,413293.2582999999
11151,0.09441358756392454,0.040417562301972916,2972.0,1092.0,8179.0,0.7312992125984252,0.26652318177741907,193261.14899999218,63715.31869999998,40895.0,297871.4676999921,413662.8683
11210,0.09491313035526806,0.04016586296049271,2973.0,1091.0,8237.0,0.7315452755905512,0.26520963425512933,193119.14899999218,63733.51869999998,41185.0,298037.6676999922,413496.6682999999
11269,0.09541267314661157,0.039913496245019345,2977.0,1087.0,8292.0,0.7325295275590551,0.26417605821279616,190885.14899999218,63972.91869999998,41460.0,296318.06769999216,415216.26829999994
11328,0.0959122159379551,0.0396660745666103,2985.0,1079.0,8343.0,0.734498031496063,0.2635063559322034,189464.2999999922,64147.00359999998,41715.0,295326.3035999922,416208.0323999999
11387,0.09641175872929861,0.03940635361146239,2988.0,1076.0,8399.0,0.735236220472441,0.2624044963554931,188924.39999999217,64212.99359999998,41995.0,295132.39359999215,416401.94239999994
11446,0.09691130152064212,0.03911150372044219,2992.0,1072.0,8454.0,0.7362204724409449,0.26140136292154464,188652.39999999217,64256.193599999984,42270.0,295178.59359999216,416355.74239999993
11505,0.09741084431198564,0.038877321652204984,2997.0,1067.0,8508.0,0.7374507874015748,0.26049543676662323,187894.98899999214,64351.93469999998,42540.0,294786.9236999921,416747.41229999997
11564,0.09791038710332915,0.03864665412690086,3002.0,1062.0,8562.0,0.7386811023622047,0.25959875475613975,187286.48899999214,64432.78469999998,42810.0,294529.2736999921,417005.0623
11623,0.09840992989467268,0.03840757698188799,3007.0,1057.0,8616.0,0.7399114173228346,0.2587111761163211,186607.90299999213,64520.64329999998,43080.0,294208.54629999213,417325.78969999996
11682,0.09890947268601619,0.03818827345004269,3010.0,1054.0,8672.0,0.7406496062992126,0.2576613593562746,186234.95299999212,64569.93829999998,43360.0,294164.8912999921,417369.4447
11741,0.09940901547735971,0.03795817256804321,3015.0,1049.0,8726.0,0.7418799212598425,0.2567924367600715,185436.83799999207,64669.74979999999,43630.0,293736.58779999206,417797.74820000003
11800,0.09990855826870322,0.03769414476793243,3018.0,1046.0,8782.0,0.7426181102362205,0.2557627118644068,185214.73199999204,64703.960399999996,43910.0,293828.692399992,417705.64360000007
11859,0.10040810106004673,0.03749413951073886,3021.0,1043.0,8838.0,0.7433562992125984,0.2547432329876044,184842.22899999202,64753.210699999996,44190.0,293785.439699992,417748.8963000001
11918,0.10090764385139026,0.03728504318279416,3025.0,1039.0,8893.0,0.7443405511811023,0.2538177546568216,183444.278999992,64909.005699999994,44465.0,292818.284699992,418716.0513000001
11977,0.10140718664273377,0.037053822911876845,3028.0,1036.0,8949.0,0.7450787401574803,0.25281790097687235,183257.58999999205,64939.67459999999,44745.0,292942.2645999921,418592.0714
12036,0.10190672943407729,0.036861289362387535,3028.0,1036.0,9008.0,0.7450787401574803,0.2515785975407112,183257.58999999205,64939.67459999999,45040.0,293237.2645999921,418297.0714
12095,0.1024062722254208,0.03664702395790105,3029.0,1035.0,9066.0,0.7453248031496063,0.2504340636626705,183205.28699999204,64948.9049,45330.0,293484.19189999206,418050.14410000003
12154,0.10290581501676432,0.03646781043303367,3033.0,1031.0,9121.0,0.7463090551181102,0.24954747408260655,181805.621999992,65104.8714,45605.0,292515.493399992,419018.8426000001
12213,0.10340535780810783,0.036281711285334556,3038.0,1026.0,9175.0,0.7475393700787402,0.24875133054941456,181367.067999992,65168.726800000004,45875.0,292410.794799992,419123.5412000001
12272,0.10390490059945134,0.036088239023662066,3040.0,1024.0,9232.0,0.7480314960629921,0.24771838331160365,180663.067999992,65247.126800000005,46160.0,292070.194799992,419464.1412000001
12331,0.10440444339079487,0.035903431100208445,3046.0,1018.0,9285.0,0.749507874015748,0.2470197064309464,180124.301999992,65325.0034,46425.0,291874.305399992,419660.0306000001
12390,0.10490398618213838,0.03570297745685826,3046.0,1018.0,9344.0,0.749507874015748,0.24584342211460855,180124.301999992,65325.0034,46720.0,292169.305399992,419365.0306000001
12449,0.1054035289734819,0.03549297488193104,3051.0,1013.0,9398.0,0.750738188976378,0.2450799260984818,179312.35199999198,65426.19840000001,46990.0,291728.550399992,419805.7856000001
12508,0.10590307176482541,0.03524667207606778,3054.0,1010.0,9454.0,0.7514763779527559,0.24416373520946594,178800.05099999194,65489.4285,47270.0,291559.479499992,419974.8565000001
12567,0.10640261455616894,0.03507990939664725,3058.0,1006.0,9509.0,0.7524606299212598,0.24333572053791677,178334.9839999919,65551.9352,47545.0,291431.9191999919,420102.4168000002
12626,0.10690215734751245,0.034848436533250045,3059.0,1005.0,9567.0,0.7527066929133859,0.24227783937905908,178203.9839999919,65569.03520000001,47835.0,291608.01919999195,419926.31680000015
12685,0.10740170013885596,0.03465228178334022,3062.0,1002.0,9623.0,0.7534448818897638,0.2413874655104454,177736.9839999919,65627.73520000001,48115.0,291479.7191999919,420054.6168000002
12744,0.10790124293019948,0.034389026850941626,3065.0,999.0,9679.0,0.7541830708661418,0.2405053358443189,177499.28199999186,65663.50540000001,48395.0,291557.7873999919,419976.5486000002
12803,0.10840078572154299,0.034228097885015546,3066.0,998.0,9737.0,0.7544291338582677,0.23947512301804263,177415.28199999186,65675.90540000002,48685.0,291776.1873999919,419758.1486000002
12862,0.10890032851288652,0.0340556933757515,3070.0,994.0,9792.0,0.7554133858267716,0.23868760690405846,176598.33199999185,65773.60040000001,48960.0,291331.93239999184,420202.40360000025
12921,0.10939987130423003,0.0338990553295057,3074.0,990.0,9847.0,0.7563976377952756,0.2379072827180559,176213.8789999918,65828.04570000002,49235.0,291276.9246999918,420257.41130000027
12980,0.10989941409557354,0.03371238025147424,3076.0,988.0,9904.0,0.7568897637795275,0.236979969183359,175820.8789999918,65875.34570000002,49520.0,291216.2246999918,420318.1113000003
13039,0.11039895688691706,0.033555548569988776,3078.0,986.0,9961.0,0.7573818897637795,0.23606104762635172,175594.8789999918,65905.94570000001,49805.0,291305.82469999185,420228.51130000025
13098,0.11089849967826057,0.033325962581080205,3084.0,980.0,10014.0,0.7588582677165354,0.2354557947778287,175122.7499999918,65977.15860000002,50070.0,291169.9085999918,420364.4274000003
13157,0.1113980424696041,0.03318604524872446,3089.0,975.0,10068.0,0.7600885826771654,0.23477996503762255,174747.2179999918,66034.71180000002,50340.0,291121.9297999918,420412.4062000003
13216,0.1118975852609476,0.03301142159781024,3093.0,971.0,10123.0,0.7610728346456693,0.23403450363196127,174406.45399999176,66084.78820000002,50615.0,291106.2421999918,420428.0938000003
13275,0.11239712805229113,0.03283198364088151,3094.0,970.0,10181.0,0.7613188976377953,0.23306967984934088,174272.50399999175,66102.18320000003,50905.0,291279.6871999918,420254.6488000003
13334,0.11289667084363464,0.03266587730733899,3098.0,966.0,10236.0,0.7623031496062992,0.23233838308084595,173814.93799999176,66163.93980000002,51180.0,291158.87779999175,420375.45820000034
13393,0.11339621363497815,0.03245615537170585,3105.0,959.0,10288.0,0.7640255905511811,0.23183752706637795,172925.49899999175,66280.88370000002,51440.0,290646.38269999175,420887.95330000034
13452,0.11389575642632167,0.032308894824625185,3105.0,959.0,10347.0,0.7640255905511811,0.2308206958073149,172925.49899999175,66280.88370000002,51735.0,290941.38269999175,420592.95330000034
13511,0.11439529921766518,0.03216333322473795,3110.0,954.0,10401.0,0.765255905511811,0.23018281400340462,171395.49899999175,66453.88370000002,52005.0,289854.38269999175,421679.95330000034
13570,0.11489484200900871,0.032015298108969324,3113.0,951.0,10457.0,0.765994094488189,0.22940309506263817,170439.81899999175,66561.45170000002,52285.0,289286.2706999918,422248.0653000003
13629,0.11539438480035222,0.03187641717607598,3114.0,950.0,10515.0,0.7662401574803149,0.2284833810257539,170355.81899999175,66573.85170000003,52575.0,289504.67069999175,422029.66530000034
13688,0.11589392759169574,0.031723058037625936,3115.0,949.0,10573.0,0.766486220472441,0.22757159555815312,169830.81899999175,66630.35170000003,52865.0,289326.17069999175,422208.16530000034
13747,0.11639347038303925,0.031551704286442425,3119.0,945.0,10628.0,0.7674704724409449,0.22688586600712882,168946.00199999177,66734.83340000002,53140.0,288820.8353999918,422713.5006000003
13806,0.11689301317438276,0.03135365449280011,3122.0,942.0,10684.0,0.7682086614173228,0.22613356511661598,168762.00199999177,66765.23340000001,53420.0,288947.2353999918,422587.1006000003
13865,0.11739255596572629,0.031216332860817646,3122.0,942.0,10743.0,0.7682086614173228,0.22517129462675803,168762.00199999177,66765.23340000001,53715.0,289242.2353999918,422292.1006000003
13924,0.1178920987570698,0.03108242807207425,3125.0,939.0,10799.0,0.7689468503937008,0.22443263430048838,167467.17599999177,66906.71600000003,53995.0,288368.8919999918,423165.4440000003
13983,0.11839164154841332,0.030944481207850965,3129.0,935.0,10854.0,0.7699311023622047,0.22377172280626476,167064.67599999177,66962.96600000003,54270.0,288297.6419999918,423236.6940000003
14042,0.11889118433975683,0.030829194075221007,3129.0,935.0,10913.0,0.7699311023622047,0.22283150548354935,167064.67599999177,66962.96600000003,54565.0,288592.6419999918,422941.6940000003
14101,0.11939072713110035,0.03067418019332575,3130.0,934.0,10971.0,0.7701771653543307,0.22197007304446492,166839.67599999177,66989.46600000003,54855.0,288684.1419999918,422850.1940000003
14160,0.11989026992244387,0.03055993682279202,3137.0,927.0,11023.0,0.7718996062992126,0.22153954802259887,165506.67599999177,67150.76600000003,55115.0,287772.4419999918,423761.8940000003
14219,0.12038981271378738,0.030414844982624038,3140.0,924.0,11079.0,0.7726377952755905,0.22083128208734792,165251.67599999177,67188.26600000003,55395.0,287834.9419999918,423699.3940000003
14278,0.1208893555051309,0.030258449681292803,3143.0,921.0,11135.0,0.7733759842519685,0.22012886958957836,164021.67599999177,67323.26600000003,55675.0,287019.9419999918,424514.3940000003
14337,0.12138889829647441,0.03011451387327877,3147.0,917.0,11190.0,0.7743602362204725,0.21950198786356978,163461.72599999176,67395.26100000003,55950.0,286806.9869999918,424727.3490000003
